Address,Latitude,Longitude,TspNum,TspDst,AtrNum,AtrDst,EdcNum,EdcDst,HthNum,HthDst,RstNum,RstDst,RtlNum,RtlDst
4005-4007 W NORTH AV,41.909693557310646,-87.74504400188847,67764,6270.8861203230645,458,7446.162483882462,169,6090.016050592807,0,0.0,1494,7546.884285991842,2631,7005.385687845627
2210 N 33RD ST,43.0595247,-87.9549068348478,58002,5521.00928795749,583,4805.421079331678,58,5175.919694671425,1,9473.073291983475,356,5490.856088265603,1483,5425.689410892228
2162 N 35TH ST,43.0589033,-87.95729560266106,58277,5539.773871882649,584,4882.366040048601,58,5199.524291120948,1,9308.027773421969,356,5520.952065288093,1484,5399.278929333668
2044 N 34TH ST,43.057453100000004,-87.95610200022752,58331,5531.241092408594,585,4783.029012673696,57,5093.688101430926,1,9227.88171017697,356,5432.461599994073,1488,5388.575195637904
2026-2028 N 35TH ST,40.0035593475363,-75.18699295691962,25656,5906.921135875414,661,5450.874400520395,241,6440.3880054010715,4,5361.745702191421,675,6189.228085283023,1704,6346.1289204821205
3127-3129 W GARFIELD AV,43.059111447692565,-87.91304719886323,51310,5612.090396042612,553,3402.6357372730668,50,4876.759894766281,0,0.0,332,4605.653330069937,1238,5301.63175039528
3130-3132 W LLOYD ST,43.05789696222509,-87.95506926982611,58205,5523.652718639017,583,4742.000856906542,57,5083.1348696156965,1,9316.053393453672,357,5438.466522513079,1486,5397.762259788894
1912 N 31ST ST,39.98559545,-75.18454746266968,25952,5462.775547001055,633,4905.288732772253,247,6229.5096946478025,4,4685.231326844747,702,5179.39125058608,1870,6111.311337894386
2021-2023 N 28TH ST,40.0037031392644,-75.17545686604011,25939,5923.3009589656085,650,5563.041542071141,240,6330.399561887897,4,5106.080822580028,682,6145.128505639946,1712,6377.591239078174
1907 N 28TH ST,37.54477575,-77.40168489859022,10882,5134.75871008956,204,5163.226077827822,14,6045.0959419935925,1,9369.411579253681,351,5438.051414420508,928,6131.701514828804
1825 N 29TH ST,37.54315785,-77.40178288840742,10879,5113.246096255515,204,5126.326464799825,14,6042.225639906857,1,9461.020142862826,347,5393.720305432055,921,6133.666356818912
2209-2211 N 29TH ST,39.99018875663022,-75.1800698659448,26066,5569.107030339078,634,5044.939448593576,252,6341.66219866232,4,4670.701956335257,701,5381.969346246672,1905,6295.763982043828
1751-1753 N 32ND ST,40.004605579084924,-75.18187043881616,25661,5915.991613013498,660,5530.364757983072,240,6396.458638521174,4,5250.478697707924,671,6187.093015099727,1670,6308.734058537505
1743-1745 N 34TH ST,39.99569900071815,-75.18687696317575,25897,5714.387667175236,633,5099.18407859212,253,6473.056444960582,4,5072.078890783925,693,5776.726273009617,1834,6361.006072721262
1928-1930 N 34TH ST,39.99569900071815,-75.18687696317575,25897,5714.387667175236,633,5099.18407859212,253,6473.056444960582,4,5072.078890783925,693,5776.726273009617,1834,6361.006072721262
3203 W VINE ST,43.0550031,-87.9542238,58643,5539.710767947393,584,4605.341830173817,56,4975.816794913923,1,9093.10725964023,357,5304.721184331105,1478,5322.663361866724
2205 N 28TH ST,43.0594114,-87.94897672581368,57394,5483.5748604845,574,4489.885352372626,56,4957.180210400669,1,9740.708344688024,353,5317.130680382431,1461,5405.82617382005
3326-3328 W LISBON AV,43.058588579174504,-87.96903758199484,58930,5661.428617761846,599,5479.908055734946,61,5607.845220152923,1,8790.522191602378,363,5908.866467449749,1523,5489.786820874436
3413-3415 W VINE ST,39.865799723555426,-88.16564944082278,24,6846.12208843162,0,0.0,1,7079.197602337518,0,0.0,0,0.0,0,0.0
2148 N 29TH ST,43.05897325,-87.9496715139442,57522,5487.103984704954,576,4515.265329925711,56,4957.321166910978,1,9667.981446948956,354,5324.995759118754,1462,5391.160088672176
2029 N 28TH ST,33.4701097,-112.02247161138641,36798,5953.5845913755775,452,6811.055395436919,58,6834.7313852339175,3,5819.512683258322,391,6544.729709402419,1313,6877.70747381679
1937 N 20TH ST,38.64692633687153,-90.20441576949362,17348,4369.674281197232,630,4617.15928211357,70,6681.763039574748,6,5192.5121769634825,265,5556.411933611984,471,6095.365788798465
2119-2121 W BROWN ST,33.577625799981696,-112.08908790232235,25288,6847.56237024786,194,6350.545510398251,53,6465.296050033052,4,5932.198662551354,154,7092.732695797886,530,7209.064274470103
1941 N 26TH ST,27.961261020408163,-82.43055473469389,10274,5665.91608737444,119,5485.455735245448,83,6640.769703779304,1,6734.91602251483,217,5222.478239917654,441,6650.913623637577
1922-1924 N 27TH ST,40.005167606006715,-75.1732923722493,26128,5999.099140345552,652,5662.533699895583,237,6292.296345694678,4,5163.912811752901,677,6215.508837297016,1678,6364.259549716932
1923-1929 N 25TH ST,39.33682064497598,-87.9795420308362,6,4807.770022257365,4,3830.6166357036973,3,6898.3283640670925,0,0.0,1,4307.258026331911,1,2295.3810607031055
2229-2231 W VINE ST,39.865799723555426,-88.16564944082278,24,6846.12208843162,0,0.0,1,7079.197602337518,0,0.0,0,0.0,0,0.0
1800 N 23RD ST,37.54600105,-77.40828175165609,11085,4905.283811466144,205,4709.344049056909,15,6131.67732649408,1,8808.476569304632,360,5167.193945473433,954,5975.478154035906
2317 W VINE ST,43.0546964,-87.94201035,57134,5471.235965497052,563,3914.841716853018,55,4826.278698850958,1,9685.246191278377,351,4939.328184332285,1431,5275.581373368365
1731 N 23RD ST,39.9813137,-75.17216229736677,25640,5314.937128973618,600,4693.094534152382,248,6199.266792703565,4,4200.973853738133,692,4675.909504004966,1860,5889.637067796556
2402 W GARFIELD AV,43.0593387,-87.94283389436754,56566,5455.306478708317,565,4171.059388033307,54,4760.148440458945,0,0.0,350,5151.467657242096,1436,5394.844935032928
2523-2525 W GARFIELD AV,43.059111447692565,-87.91304719886323,51310,5612.090396042612,553,3402.6357372730668,50,4876.759894766281,0,0.0,332,4605.653330069937,1238,5301.63175039528
2126-2128 N 27TH ST,40.005167606006715,-75.1732923722493,26128,5999.099140345552,652,5662.533699895583,237,6292.296345694678,4,5163.912811752901,677,6215.508837297016,1678,6364.259549716932
2135 W VINE ST,43.05469395,-87.9399576062587,56891,5471.404660540512,562,3829.653775294281,54,4735.6891818278655,1,9795.281427660797,351,4900.815533653265,1427,5288.940630970312
1737 N 20TH ST,43.05361465,-87.93795060907428,56849,5484.765833798721,562,3717.0295901475956,53,4640.437822374004,1,9816.284119325484,348,4775.455005269921,1416,5257.530531565382
1738 N 24TH ST,43.05363195,-87.94253232509953,57345,5478.125830708057,564,3904.549971094005,55,4822.579099706911,1,9568.100947061776,352,4920.731770126909,1435,5260.909876315271
1728 N 22ND ST,43.05349885,-87.93994808544117,57062,5478.987655650429,563,3794.0595220712644,54,4732.298391220465,1,9696.931950125741,351,4851.121473686859,1430,5274.275352816145
1734 N 22ND ST,43.05363905,-87.93994464176957,57041,5477.989108743126,563,3799.179923569188,54,4732.576643945297,1,9708.67609235643,351,4856.739219807634,1430,5277.098792251534
2211 W VINE ST,43.05470575,-87.94059530051561,56957,5470.30998145789,563,3863.83011057614,54,4733.8188868545185,1,9761.844395225688,351,4912.948730640828,1430,5290.5571393100245
1813 N 22ND ST,37.546712400000004,-77.40844262915881,11075,4903.937744294629,205,4715.903517371525,15,6125.1428726198255,1,8752.489332047619,360,5156.480289473228,956,5965.475238531535
1917 N 22ND ST,37.547835500000005,-77.4073043698819,11004,4946.441519902323,206,4858.075086812859,15,6150.157349667,1,8768.006252525536,363,5261.1661901434145,958,5996.369931239449
1955 N 26TH ST,27.96132787755102,-82.43055359183674,10273,5665.114760067371,119,5484.869892844175,83,6636.810866694096,1,6731.3065007686955,217,5223.835200497081,442,6658.125887771549
2121 N 24TH PL,43.058334099999996,-87.94410988204586,56833,5457.0325527402465,567,4189.610519907077,54,4749.373102944506,1,9886.799417084592,351,5141.115061166551,1445,5380.985128022028
2468 W LISBON AV,43.0533165,-87.9445726,57693,5488.985882780287,566,3991.976022656537,56,4914.3743286619865,1,9432.911354368696,352,4950.226309463376,1437,5238.7574072319685
1862 N 13TH ST,43.055334349999995,-87.92816024881675,55112,5509.257214192058,562,3497.0241986227493,53,4747.509406627382,0,0.0,343,4633.332043214492,1372,5313.758712086056
1918 N 20TH ST,37.55048545,-77.4099258568299,11060,4902.6856645681455,207,4775.482517840303,15,6087.051907682087,1,8414.796066865876,367,5175.713605626405,984,5974.114950794478
1751 N 18TH ST,43.0537981,-87.93550793583815,56513,5490.3676093169925,562,3642.2784879741553,53,4655.386682172898,1,9967.301122745785,345,4695.337061131154,1396,5229.367426724047
1844 N 14TH ST,38.64422358021164,-90.19405001447429,16873,4378.120855831328,611,4613.157014101726,75,6656.56459974381,6,5863.009347360595,261,5845.029256767386,447,6092.289735431137
1919-1935 W NORTH AV,41.909693557310646,-87.74504400188847,67764,6270.8861203230645,458,7446.162483882462,169,6090.016050592807,0,0.0,1494,7546.884285991842,2631,7005.385687845627
2132 N 15TH ST,43.058689099999995,-87.9312322,54991,5471.173225760162,562,3745.086792292279,52,4635.708664021965,0,0.0,343,4837.604108306902,1375,5358.200316815618
2131 N 6TH ST,45.0012073,-93.28681735912575,29536,6075.384287863128,378,5721.668218557748,31,5976.105894367773,5,5784.696939029909,505,5723.566763668293,1317,6730.422632435673
531 W GARFIELD AV,43.0589305,-87.9181422886077,52467,5556.36050978404,556,3449.6310281576943,51,4804.319190682044,0,0.0,332,4587.5004551125385,1243,5179.251518620662
2222 N 15TH ST,39.98709625,-75.15794229131944,26181,5661.619925925104,596,5188.73204476442,256,6332.66687592078,4,4192.498030009228,685,4996.866198386634,1832,6034.826425169895
2204 N HUBBARD ST,43.0592891,-87.90810338872231,49770,5649.267013762688,552,3431.3740635971976,50,5084.552936587076,0,0.0,331,4638.451073014861,1226,5422.522346671259
2227 N 1ST ST,43.05977235,-87.9114582570248,50728,5622.372255193091,552,3437.3149231134594,50,4949.720027232223,0,0.0,331,4638.2029994966315,1236,5368.150907652433
2130 N 1ST ST,43.05853475,-87.91088317568943,50684,5622.4609919850545,552,3361.3460736784114,50,4954.089185040986,0,0.0,331,4567.821552684395,1234,5331.986919775019
2140-2142 N PALMER ST,36.18317799920259,-115.10304569967414,8418,6629.675515139173,132,6195.0263609762,58,5027.144084318053,5,7049.5760470793975,340,7600.562664791763,796,6594.827119499869
224 E LLOYD ST,43.0580395,-87.90881786277855,50147,5641.684484519698,552,3347.1815181608918,50,5036.030260601578,0,0.0,331,4556.700692651558,1231,5370.558937331531
214 E LLOYD ST,43.057970049999994,-87.90910665000001,50239,5638.714070520281,552,3340.24991164084,50,5022.455548092185,0,0.0,331,4549.7545384733585,1231,5358.277222084465
2031 N PALMER ST,43.057238999999996,-87.91001444418144,50557,5626.9191539426365,552,3289.259993633807,51,5071.935250823631,0,0.0,331,4499.122270046137,1234,5313.557113456366
2042 N 2ND ST,39.981323,-75.13713428571428,25950,6017.382425034261,562,5715.15404915766,262,6528.3513851095595,4,4045.21185019748,671,4964.858417413143,1704,5822.323661507575
2010 N 2ND ST,43.05685075,-87.91242460007484,51246,5601.994120028492,553,3266.898100257022,52,5065.809737212611,0,0.0,331,4460.592230395527,1236,5232.082436158894
1938 N 2ND ST,39.9801655,-75.1375214547783,25828,5978.1115549255765,561,5660.7489441625485,262,6525.781004752749,4,4015.670084806031,668,4862.853462351418,1693,5755.64673372887
214 E VINE ST,43.054002499999996,-87.90922512491979,50609,5632.033498753637,550,3096.0676231620405,52,5166.4222334246,0,0.0,331,4329.223356726295,1232,5227.7985324878455
1820 N 1ST ST,43.05439585,-87.9109012792442,51055,5615.736761656531,552,3127.501794854406,53,5190.801796480567,0,0.0,331,4335.437475654688,1232,5184.878557747569
140 E VINE ST,43.05400875,-87.90995056101369,50811,5624.403817135564,551,3102.2791165701587,53,5227.627611125836,0,0.0,331,4322.816852417418,1232,5203.953565534048
1814 N 5TH ST,39.978493285714286,-75.14327214285714,25700,5777.433926810864,564,5348.0876347400645,267,6542.330427743666,4,3912.623835637188,676,4651.832443612076,1728,5688.777227541253
423-425 W VINE ST,39.865799723555426,-88.16564944082278,24,6846.12208843162,0,0.0,1,7079.197602337518,0,0.0,0,0.0,0,0.0
113 W VINE ST,43.0536621,-87.91178245036514,51319,5604.590504940077,552,3086.1204708884356,53,5147.911695125868,0,0.0,331,4291.443720612272,1232,5136.048552271947
419-421 W VINE ST,39.865799723555426,-88.16564944082278,24,6846.12208843162,0,0.0,1,7079.197602337518,0,0.0,0,0.0,0,0.0
512 W BROWN ST,43.05673255,-87.91757484396894,52537,5555.362360220935,556,3314.6362420382407,51,4787.393473800118,0,0.0,332,4461.28654454663,1247,5132.112389845456
2108 N 5TH ST,39.98308512244898,-75.14227383673469,26076,5908.306240527143,568,5535.3566237101495,262,6480.216844946911,4,4055.500782693519,671,4910.6447603503175,1712,5797.70764613226
2046 N 2ND ST,39.98137414285714,-75.13712326530612,25945,6017.345275780515,562,5716.915315562688,261,6514.968794540773,4,4046.736327671289,671,4968.160302419449,1705,5826.386533913802
339 W VINE ST,39.86571202128226,-88.16591497833025,24,6856.253879026074,0,0.0,1,7068.826575424074,0,0.0,0,0.0,0,0.0
"234 E RESERVOIR AV, Unit 101",40.875975197114464,-75.25049004760439,204,6227.7215765808905,13,7807.995343008126,18,5653.124240173944,0,0.0,15,6882.152509620215,58,7333.5438240462645
"234 E RESERVOIR AV, Unit 103",40.875975197114464,-75.25049004760439,204,6227.7215765808905,13,7807.995343008126,18,5653.124240173944,0,0.0,15,6882.152509620215,58,7333.5438240462645
"234 E RESERVOIR AV, Unit 107",40.875975197114464,-75.25049004760439,204,6227.7215765808905,13,7807.995343008126,18,5653.124240173944,0,0.0,15,6882.152509620215,58,7333.5438240462645
"234 E RESERVOIR AV, Unit 302",40.875975197114464,-75.25049004760439,204,6227.7215765808905,13,7807.995343008126,18,5653.124240173944,0,0.0,15,6882.152509620215,58,7333.5438240462645
204 E RESERVOIR AV,43.055315050000004,-87.90928368854838,50564,5635.472105588413,552,3188.0303221658705,52,5177.389998329295,0,0.0,331,4398.289156226507,1232,5265.94828326706
"1924 N HUBBARD ST, Unit 101",42.35032509451799,-83.36125974729083,13940,6433.219271223976,57,7392.299988021253,49,6805.429230707147,0,0.0,108,6823.3127777662885,584,6386.138543463085
"1924 N HUBBARD ST, Unit 209",42.35032509451799,-83.36125974729083,13940,6433.219271223976,57,7392.299988021253,49,6805.429230707147,0,0.0,108,6823.3127777662885,584,6386.138543463085
"1924 N HUBBARD ST, Unit 220",42.35032509451799,-83.36125974729083,13940,6433.219271223976,57,7392.299988021253,49,6805.429230707147,0,0.0,108,6823.3127777662885,584,6386.138543463085
"1924 N HUBBARD ST, Unit 501",42.35032509451799,-83.36125974729083,13940,6433.219271223976,57,7392.299988021253,49,6805.429230707147,0,0.0,108,6823.3127777662885,584,6386.138543463085
"2022 N PALMER ST, Unit 2",28.019877203362096,-82.12309728268158,2491,3443.587413414252,45,6145.65140735556,6,6781.267941576828,0,0.0,10,2558.4632296903474,68,1577.2611324103607
"2150 N PALMER ST, Unit 2",28.019877203362096,-82.12309728268158,2491,3443.587413414252,45,6145.65140735556,6,6781.267941576828,0,0.0,10,2558.4632296903474,68,1577.2611324103607
"124 W RESERVOIR AV, Unit 104",40.8732489,-75.2577575,208,6232.87309116274,12,7598.996190895239,19,6073.490449009494,0,0.0,15,6511.904619102827,56,6999.353082143668
"132 W RESERVOIR AV, Unit 107",40.8732489,-75.2577575,208,6232.87309116274,12,7598.996190895239,19,6073.490449009494,0,0.0,15,6511.904619102827,56,6999.353082143668
2221 N 5TH ST,39.98481367346939,-75.14167738775511,26221,5966.429225897177,571,5633.815617460418,259,6444.592825673093,4,4138.31409131076,675,5063.670829936387,1719,5877.2571375861835
1821 N 2ND ST,39.978029877551016,-75.13762171428571,25603,5926.484967747767,557,5578.792579816263,264,6553.064995906748,4,3990.1573647906284,661,4685.013013740054,1698,5710.747256804573
"2013 N PALMER ST, Unit 2",28.019877203362096,-82.12309728268158,2491,3443.587413414252,45,6145.65140735556,6,6781.267941576828,0,0.0,10,2558.4632296903474,68,1577.2611324103607
"301 E RESERVOIR AV, Unit 3",40.875975197114464,-75.25049004760439,204,6227.7215765808905,13,7807.995343008126,18,5653.124240173944,0,0.0,15,6882.152509620215,58,7333.5438240462645
2232 N BOOTH ST,43.059846699999994,-87.90376684580647,48295,5690.568294828123,548,3480.7166601437293,49,5192.862936316919,0,0.0,329,4699.647698417245,1217,5570.1756324005455
